Gene	Length	Cell1	Cell2	Cell3	Cell4	Cell5	Cell6	Cell7	Cell8	Cell9	Cell10	Cell11	Cell12
NM_001104543	2515	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104547	2343	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104549	2586	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104550	2574	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104551	2491	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104556	2390	534	1470	1427	615	396	295	299	466	572	366	296	468
NM_001104557	2222	525	1458	1415	611	391	291	297	461	565	364	293	467
NM_001104562	2553	0	1	0	0	0	0	0	0	0	0	0	0
NM_001104563	2574	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104564	2574	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104565	2571	0	1	0	0	0	0	0	0	0	0	0	0
NM_001104566	2583	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104567	2583	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104568	2589	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104569	2586	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104570	2568	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104571	2577	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104572	2577	1	0	0	0	0	0	0	0	0	0	0	0
NM_001104573	2574	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104575	2574	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104578	2571	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104579	2574	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104580	2571	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104581	2574	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104582	2562	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104591	2571	0	0	0	1	0	1	0	0	0	0	0	0
NM_001104592	2484	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104614	2670	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104615	2484	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104616	4157	2330	1921	2804	841	631	731	474	488	772	492	669	842
NM_001104617	1835	9	57	6	3	1	1	77	11	82	23	23	91
NM_001104618	2484	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104619	2484	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104620	2547	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104621	2547	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104622	2586	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104623	2496	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104624	2496	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104625	2547	0	0	0	0	0	0	0	0	0	0	1	0
NM_001104626	2568	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104627	2553	0	0	0	0	0	1	0	0	0	0	0	0
NM_001104628	2550	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104632	2565	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104634	2562	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104635	2562	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104637	2562	0	1	0	0	0	0	0	0	0	0	0	0
NM_001104638	2550	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104639	2565	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104641	2568	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104642	2574	0	1	0	0	0	0	0	0	0	0	0	0
NM_001104644	2421	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104645	2346	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104646	1943	42	117	4	71	42	261	72	143	83	65	13	164
NM_001104648	2340	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104926	1515	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104927	1520	0	0	0	0	0	0	0	0	0	0	0	0
NM_001104946	891	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105055	2589	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105056	2598	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105057	2562	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105058	2598	1	0	0	0	0	0	0	0	0	0	0	0
NM_001105059	2580	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105060	2580	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105061	2565	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105062	2586	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105063	2559	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105065	2586	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105066	2559	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105067	2586	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105067	2586	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105068	2559	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105068	2559	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105070	2586	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105071	2586	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105072	2559	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105073	2559	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105074	2586	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105075	2559	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105076	2430	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105076	2430	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105151	2560	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105151	2559	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105151	2558	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105151	2559	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105152	2568	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105156	2559	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105157	479	4	1	1	0	0	2	1	0	0	0	0	0
NM_001105159	2064	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105160	1997	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105178	2586	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105179	2559	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105180	2538	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105181	2556	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105182	2553	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105183	2565	1	0	0	0	0	0	0	0	0	0	0	0
NM_001105184	2568	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105185	2571	1	0	0	0	0	0	0	0	0	0	0	0
NM_001105186	2556	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105187	2562	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105188	2565	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105189	2562	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105190	2556	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105191	2559	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105196	3169	1399	1743	880	191	454	521	204	636	823	243	118	438
NM_001105201	1557	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105245	10294	7	4	40	0	0	0	1	0	0	0	0	21
NM_001105246	10150	7	4	40	0	0	0	1	0	0	0	0	21
NM_001105252	3774	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105254	1893	0	0	0	0	0	0	0	0	0	0	0	0
NM_001105557	2028	173	4	3	0	3	37	0	35	40	38	0	32
NM_001105561	2693	1	1	2	6	4	3	1	4	5	1	2	7
NM_001105667	1003	3980	3792	4058	1199	1395	668	645	1238	628	741	1065	995
NM_001109040	6439	9	13	512	222	44	0	0	0	91	5	1	83
NM_001109041	6307	9	13	512	222	44	0	0	0	91	5	1	83
NM_001109042	6124	9	13	512	222	44	0	0	0	91	5	1	83
NM_001109043	3554	4	118	483	58	0	16	0	39	8	29	0	1
NM_001109045	1483	56	47	37	3	3	4	0	1	1	2	1	1
NM_001109626	7669	701	442	335	229	170	274	167	341	363	250	64	298
NM_001109628	7642	701	442	335	229	170	274	167	341	363	250	64	298
NM_001109657	7069	2	0	0	13	0	0	1	0	13	0	0	0
NM_001109658	3578	173	238	184	75	49	85	149	125	17	37	22	25
NM_001109661	8493	3	4	2	1	0	0	0	0	1	22	0	1
NM_001109684	3428	153	8	6	55	32	389	83	3	105	25	18	127
NM_001109685	3843	153	8	6	55	32	389	83	3	105	25	18	127
NM_001109686	4924	972	1180	1334	392	319	374	238	324	288	283	96	256
NM_001109687	4939	972	1180	1334	392	319	374	238	324	288	283	96	256
NM_001109688	4265	358	248	3	136	6	193	57	29	108	108	136	252
NM_001109690	6310	155	240	198	90	99	123	48	75	201	27	7	16
NM_001109691	6466	155	240	198	90	99	123	48	75	201	28	7	16
NM_001109743	3141	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109745	2157	10352	13274	13478	3985	2912	2593	2189	3914	2327	2674	2587	5083
NM_001109746	2154	10344	13259	13459	3979	2908	2588	2182	3911	2322	2670	2583	5075
NM_001109747	1512	1817	552	885	198	229	94	210	315	89	174	77	349
NM_001109748	1666	1913	1464	2319	567	359	223	235	410	423	326	414	692
NM_001109749	5262	0	0	0	0	0	1	0	0	0	0	0	0
NM_001109750	4068	888	331	1368	351	96	104	78	210	56	103	110	350
NM_001109751	2998	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109752	3317	0	0	1	0	0	0	0	28	1	0	2	0
NM_001109753	5316	0	0	0	0	0	1	0	0	0	0	0	1
NM_001109756	5937	1	0	0	65	0	0	0	0	9	14	0	0
NM_001109757	8146	261	244	9	258	64	26	27	123	16	1	1	1
NM_001109758	2685	0	1	1	0	0	0	0	0	0	0	0	0
NM_001109759	2234	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109761	2617	321	126	44	1	52	143	0	1	1	0	0	2
NM_001109764	4130	106	0	0	7	0	0	0	0	0	0	0	0
NM_001109765	3403	204	125	3	84	37	1	0	1	0	0	0	0
NM_001109873	7669	9	72	5	17	1	12	0	1	0	1	0	1
NM_001109897	2894	8	1	8	2	0	0	1	0	0	1	1	1
NM_001109902	4346	2	150	175	0	0	43	11	3	1	29	0	5
NM_001109905	2976	888	681	1053	148	128	250	56	261	59	117	96	9
NM_001109906	2994	888	682	1056	148	128	250	56	261	59	117	96	9
NM_001109909	3003	3307	2845	2173	886	1083	538	598	1183	871	590	612	652
NM_001109910	2991	3218	2767	2112	874	1068	522	581	1163	853	584	600	635
NM_001109913	2415	6424	4967	4313	1300	1483	1507	1033	1438	1356	973	1331	2233
NM_001109914	3284	0	3	2	0	0	0	0	0	0	0	0	1
NM_001109969	889	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109969	889	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109969	889	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109969	889	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109969	889	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109969	889	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109969	889	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109969	889	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109969	889	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109969	889	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109969	889	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109969	889	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109970	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109970	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109970	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109970	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109970	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109970	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109970	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109970	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109970	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109970	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109970	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109970	924	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109971	779	40	35	36	9	4	9	3	9	13	7	10	5
NM_001109972	758	35	29	36	8	4	6	3	2	13	6	9	5
NM_001109973	1707	0	0	0	0	0	0	0	0	3	0	0	0
NM_001109975	4479	0	0	0	13	0	0	0	0	0	0	0	0
NM_001109985	2973	0	0	0	0	0	0	0	0	0	0	0	0
NM_001109988	2185	384	294	227	204	87	17	43	1	0	22	6	30
NM_001109989	2156	385	294	227	204	87	17	43	1	0	23	6	30
NM_001109990	2010	384	294	227	204	87	17	43	1	0	22	6	30
NM_001109991	5628	2893	2507	2221	1239	664	1477	1345	639	877	280	154	1884
NM_001109992	5599	408	772	341	295	275	348	132	338	306	84	45	298
NM_001109993	1055	3	4	177	36	24	10	26	88	79	21	1	1
NM_001109995	3333	1354	2040	1856	1119	412	911	615	792	954	971	547	722
NM_001110009	430	193	126	334	19	152	112	57	9	28	26	27	59
NM_001110013	5990	105	140	141	40	12	201	23	13	39	16	23	30
NM_001110015	3281	2792	1373	1814	466	671	676	516	446	171	451	435	715
NM_001110016	2941	2403	1242	1563	382	557	571	450	398	153	387	368	552
NM_001110017	5771	600	16	287	162	131	417	42	4	2	136	36	33
NM_001110020	693	2	0	1	0	1	0	0	0	0	0	0	0
NM_001110100	5446	580	73	449	63	47	201	49	70	59	41	13	91
NM_001110101	862	1308	912	999	493	422	217	302	666	374	312	241	268
NM_001110129	2197	3	13	80	7	1	30	1	31	21	6	4	19
NM_001110130	638	0	0	1	0	0	0	1	0	1	0	1	0
NM_001110131	6096	716	234	440	75	174	244	69	201	74	38	132	111
NM_001110132	6099	716	234	440	75	174	244	69	201	74	38	132	111
NM_001110133	1320	185	1	0	0	0	0	0	0	0	0	0	0
NM_001110140	4493	6527	3183	4675	999	1229	439	477	1332	1056	727	1048	1288
NM_001110142	5056	3975	4042	4460	2034	1877	2335	627	999	1503	988	1167	2592
NM_001110145	2061	5995	4816	6898	1998	1782	2068	992	2636	1894	1397	786	2125
NM_001110146	1884	547	467	300	107	115	167	67	114	113	119	92	297
NM_001110147	4313	643	539	229	309	141	80	28	233	145	91	31	236
NM_001110148	3153	8	3	2	0	14	17	0	14	54	31	50	53
NM_001110149	2509	7	3	2	0	14	17	0	14	54	31	50	53
NM_001110150	2683	7	3	2	0	14	17	0	14	54	31	50	53
NM_001110152	884	3264	2279	2206	816	339	148	442	1027	589	389	395	741
NM_001110159	1075	776	551	688	141	222	103	104	252	139	95	65	304
NM_001110160	2681	2	2	2	39	0	26	43	0	53	52	23	21
NM_001110162	3842	1982	653	690	356	329	161	227	387	288	209	142	148
NM_001110163	8230	0	2	2	20	0	0	0	0	44	0	0	25
NM_001110192	4935	1142	103	386	3	4	255	35	37	3	4	101	26
NM_001110193	4755	1142	103	386	3	4	255	35	37	3	4	101	26
NM_001110195	2946	60	342	897	263	180	74	127	106	265	83	68	22
NM_001110196	4343	171	344	902	301	207	78	124	106	277	86	69	22
NM_001110197	4404	171	344	902	301	207	78	124	106	277	86	69	22
NM_001110198	4384	171	344	902	301	207	78	124	106	277	86	69	22
NM_001110201	1135	572	575	407	79	94	204	74	96	91	66	15	67
NM_001110202	4443	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110203	4843	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110204	3298	512	241	9	76	47	17	0	0	14	53	1	2
NM_001110205	2776	512	241	9	76	47	17	0	0	14	53	1	2
NM_001110208	3163	10	73	35	22	15	45	20	43	24	4	22	23
NM_001110209	8775	998	84	851	237	148	57	43	278	53	199	65	131
NM_001110211	2643	472	279	15	235	50	8	1	1	0	26	13	38
NM_001110212	5694	110	364	41	94	76	181	8	196	133	173	16	182
NM_001110214	3711	19	8	48	5	10	22	8	27	0	1	0	3
NM_001110216	8902	3892	3035	2913	742	1282	1038	925	1446	943	854	552	1364
NM_001110217	552	78	89	91	27	11	41	16	39	16	13	10	36
NM_001110218	6387	1	0	1	1	1	0	0	0	28	0	0	58
NM_001110222	9060	0	1	1	0	0	1	0	0	0	1	0	1
NM_001110223	8982	0	1	1	0	0	1	0	0	0	1	0	1
NM_001110224	8979	0	1	1	0	0	1	0	0	0	1	0	1
NM_001110227	1349	0	0	0	1	19	0	1	0	0	0	0	0
NM_001110228	7641	100	4	327	261	1	2	0	1	134	152	48	222
NM_001110229	7740	100	4	327	261	1	2	0	1	134	152	48	222
NM_001110230	7728	100	4	327	261	1	2	0	1	134	152	48	222
NM_001110231	9087	100	4	327	284	1	2	0	1	134	152	48	222
NM_001110232	7714	100	4	327	261	1	2	0	1	134	152	48	222
NM_001110233	933	4567	3452	3687	1661	1853	1211	637	1189	1190	728	971	1537
NM_001110234	892	4383	3315	3553	1604	1793	1168	615	1143	1144	698	931	1501
NM_001110239	3107	144	148	7	50	1	1	39	5	21	1	22	4
NM_001110240	10502	3	1	1	0	1	0	0	1	1	0	0	0
NM_001110242	494	178	152	196	107	19	15	82	80	91	36	4	61
NM_001110250	893	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110250	893	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110250	893	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110250	893	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110250	893	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110250	893	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110250	893	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110250	893	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110250	893	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110250	893	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110250	893	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110250	893	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110251	1538	451	334	506	170	110	109	86	146	76	72	75	97
NM_001110252	1830	89	1	137	88	0	84	17	1	59	48	10	1
NM_001110253	7695	95	25	191	35	76	69	40	3	29	32	9	181
NM_001110254	6497	157	80	4	111	48	9	6	70	145	15	51	15
NM_001110265	2711	1319	1182	628	385	328	399	232	364	535	186	109	289
NM_001110266	2840	36	8	3	0	0	0	0	58	0	0	0	0
NM_001110267	2768	36	8	3	0	0	0	0	58	0	0	0	0
NM_001110268	2636	36	8	3	0	0	0	0	58	0	0	0	0
NM_001110271	1380	515	535	112	180	136	93	92	165	45	83	30	314
NM_001110272	1125	501	533	99	161	134	90	91	156	43	79	26	293
NM_001110273	2905	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110274	1428	0	0	0	0	0	0	0	1	0	0	0	0
NM_001110275	5364	653	278	14	237	20	29	52	42	44	96	0	50
NM_001110276	6101	295	55	1	7	115	1	0	8	12	0	1	10
NM_001110300	1738	19	12	16	27	49	296	43	32	86	13	2	73
NM_001110305	3434	324	574	280	44	31	112	42	70	114	56	2	157
NM_001110306	3319	323	574	280	44	31	112	42	70	114	56	2	157
NM_001110307	3151	323	574	280	44	31	112	42	70	114	56	2	157
NM_001110309	3419	96	8	132	28	1	56	80	27	7	0	0	2
NM_001110310	2427	595	542	193	152	291	136	35	212	189	207	80	137
NM_001110311	1124	421	161	198	111	63	181	107	263	186	108	43	33
NM_001110315	8233	46	6	5	41	0	1	0	0	48	53	19	0
NM_001110316	1829	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110320	1503	28	58	1	32	5	39	12	5	18	16	1	9
NM_001110321	1431	28	58	1	32	5	39	12	5	18	16	1	9
NM_001110322	1320	28	58	1	32	5	39	12	5	18	16	1	9
NM_001110323	1042	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110327	3529	1865	1244	846	227	267	565	220	797	363	150	136	484
NM_001110328	2656	1820	2013	2101	201	539	307	211	487	186	193	97	858
NM_001110329	2599	1820	2013	2101	201	539	307	211	487	186	193	97	858
NM_001110330	2529	1820	2013	2101	201	539	307	211	487	186	193	97	858
NM_001110331	1426	358	220	8	142	77	89	66	17	144	57	80	39
NM_001110332	1416	355	218	8	142	76	89	66	17	141	56	80	39
NM_001110337	3977	6	1	4	2	0	1	0	0	6	177	1	2
NM_001110338	1810	1	0	0	0	0	0	0	0	9	1	0	0
NM_001110339	494	0	1	1	2	0	0	0	1	0	4	2	0
NM_001110350	5111	1476	679	597	116	177	420	75	207	270	160	200	154
NM_001110351	4979	1470	678	594	116	175	420	75	206	270	160	199	153
NM_001110496	2924	1134	468	943	178	197	316	115	348	190	94	110	177
NM_001110497	2921	1134	468	942	178	197	316	115	348	190	94	110	177
NM_001110498	1169	112	404	2	2	6	19	14	57	22	19	48	0
NM_001110499	4285	3478	3211	3139	1791	1282	1943	920	1732	1799	1374	1194	1344
NM_001110500	4253	3478	3211	3144	1791	1282	1943	920	1732	1799	1374	1194	1344
NM_001110504	3049	41	75	17	3	1	20	14	9	1	13	1	1
NM_001110505	1663	0	0	0	0	0	7	1	0	0	0	0	0
NM_001110506	2551	1	0	0	0	1	0	0	32	20	0	1	0
NM_001110508	3305	7	4	3	1	0	0	0	0	1	0	0	0
NM_001110512	1904	609	290	242	259	141	89	93	153	82	91	95	53
NM_001110513	2670	0	0	0	4	0	0	0	0	0	0	0	0
NM_001110515	465	679	379	270	107	37	16	54	201	107	90	66	87
NM_001110517	2296	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110555	2121	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110555	2121	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110778	5102	0	91	3	43	0	0	0	1	0	23	17	4
NM_001110779	685	0	1	0	0	0	0	0	0	0	0	0	0
NM_001110780	3175	111	270	7	8	36	47	8	62	7	21	28	0
NM_001110783	8218	1	0	1	0	0	2	0	0	0	0	2	0
NM_001110784	1647	0	1	0	0	0	0	0	0	0	0	0	0
NM_001110790	1056	0	0	0	0	0	0	0	0	0	0	0	0
NM_001110791	4361	3883	3714	3753	1378	958	767	497	1189	844	733	764	1373
NM_001110794	2850	1418	554	204	437	359	967	169	526	443	174	150	301
NM_001110795	2670	184	59	9	73	18	87	21	128	8	22	78	3
NM_001110796	16859	5	1	181	1	0	0	1	0	0	0	0	0
NM_001110807	2828	584	364	565	150	206	163	54	167	88	49	74	152
NM_001110809	1632	662	476	901	176	156	183	98	91	76	130	91	336
NM_001110824	4025	127	225	46	102	40	141	9	13	65	8	9	57
NM_001110825	3989	127	225	46	102	40	141	9	13	65	8	9	57
NM_001110826	6065	378	259	816	214	116	177	79	75	168	60	234	199
NM_001110827	7020	780	527	653	341	202	191	166	110	125	95	164	149
NM_001110828	6574	780	528	655	341	202	191	165	110	125	96	165	150
NM_001110829	6565	780	526	648	339	202	189	165	110	124	94	164	147
NM_001110830	6562	780	527	653	341	202	191	165	110	125	95	164	149
NM_001110831	1819	900	673	577	293	263	247	60	243	219	196	187	173
NM_001110832	3711	50	59	2	2	0	32	0	69	9	0	11	1
NM_001110843	7472	0	0	0	3	0	39	1	50	5	0	23	86
NM_001110844	7436	0	0	0	3	0	39	1	50	5	0	23	86
NM_001110845	7421	0	0	0	3	0	39	1	50	5	0	23	86
NM_001110846	7400	0	0	0	3	0	39	1	50	5	0	23	86
NM_001110849	4159	2	1	294	1	0	1	52	0	98	0	1	0
NM_001110850	2597	205	259	165	41	0	6	1	8	69	0	31	5
NM_001110851	1587	116	5	64	20	0	17	29	0	104	5	97	25
NM_001110852	1440	105	5	64	20	0	17	29	0	93	5	85	23
NM_001110853	2175	140	246	111	29	0	4	1	5	62	0	36	4
NM_001110854	2029	173	258	104	29	0	0	1	8	24	0	0	1
NM_001110855	1993	173	258	101	29	0	0	1	8	24	0	0	1
NM_001110856	2780	216	259	168	41	0	6	1	8	80	0	43	7
NM_001110857	2236	126	247	117	35	0	6	1	5	61	0	31	5
NM_001110858	2200	126	247	114	35	0	6	1	5	61	0	31	5
NM_001110859	2572	146	247	140	35	0	6	1	5	72	0	43	7
NM_001111015	3343	1	1	0	0	0	0	0	0	0	0	0	0
NM_001111016	11056	4	237	301	58	2	56	55	30	92	124	3	105
NM_001111017	5630	159	296	4	53	0	68	48	3	30	43	2	71
NM_001111021	5778	4	4	8	1	0	0	0	0	10	1	1	0
NM_001111022	5586	4	4	8	1	0	0	0	0	10	1	1	0
NM_001111023	7120	4	4	8	1	0	0	0	1	10	1	1	1
NM_001111025	984	298	170	477	176	183	178	47	287	220	123	53	202
NM_001111026	5911	449	23	4	1	11	1	15	0	17	0	1	0
NM_001111027	6105	479	23	44	1	11	1	15	0	17	0	1	0
NM_001111028	3307	1356	91	581	69	2	41	134	20	45	106	51	259
NM_001111029	2770	0	0	0	14	0	46	0	0	1	0	0	26
NM_001111030	9025	1	0	0	0	0	0	0	0	0	0	0	0
NM_001111037	501	0	0	0	0	0	0	0	0	0	0	0	0
NM_001111037	501	0	0	0	0	0	0	0	0	0	0	0	0
NM_001111043	2273	295	415	154	213	3	5	28	4	135	84	6	70
NM_001111044	2229	295	415	154	213	3	5	28	4	135	84	6	70
NM_001111048	2639	0	1	0	0	0	0	0	0	0	0	0	0
NM_001111049	1786	720	356	160	217	226	189	272	101	143	60	4	267
NM_001111050	1661	720	360	160	217	226	189	270	100	143	60	4	267
NM_001111051	6942	1	0	1	45	1	1	0	0	0	0	0	0
NM_001111052	7016	1	0	1	45	1	1	0	0	0	0	0	0
NM_001111053	6026	0	0	0	0	0	0	0	0	0	0	0	1
NM_001111058	2571	0	0	0	0	0	0	0	0	0	0	0	0
NM_001111059	2621	0	70	0	197	2	2	1	0	55	24	0	88
NM_001111060	1808	99	2	4	1	2	13	36	1	7	0	10	0
NM_001111062	2171	19	250	10	142	38	138	41	26	30	17	18	23
NM_001111063	1982	19	240	10	142	35	137	41	26	30	17	18	23
NM_001111065	2537	526	1109	625	226	123	228	43	261	131	60	52	259
NM_001111066	1704	438	407	273	213	175	303	115	308	183	176	72	206
NM_001111073	1144	2	0	0	52	0	12	0	0	0	0	0	16
NM_001111075	3011	489	225	541	192	7	81	77	119	42	31	8	84
NM_001111076	5944	216	11	1	52	0	3	28	48	4	45	0	151
NM_001111078	3426	427	405	615	128	191	103	132	334	67	25	151	124
NM_001111079	3546	427	405	615	128	191	103	132	334	67	25	151	124
NM_001111080	3402	427	405	615	128	191	103	132	334	67	25	151	124
NM_001111094	2113	0	0	0	0	0	0	0	0	0	0	0	0
NM_001111096	3456	3	7	3	3	1	101	0	1	1	2	0	1
NM_001111099	1936	189	80	22	3	27	183	85	54	0	14	1	56
NM_001111100	2967	518	147	3	74	22	44	27	58	28	2	46	48
NM_001111102	2045	37	269	92	2	52	107	17	4	11	6	3	21
NM_001111106	2401	974	834	1513	373	557	209	226	466	142	221	331	701
NM_001111107	4912	293	106	695	255	365	254	38	600	187	93	136	257
NM_001111110	9727	1	0	0	0	0	0	1	0	0	0	0	1
NM_001111111	2164	69	7	257	2	3	41	1	21	0	7	26	0
NM_001111116	603	29	40	32	15	8	28	7	16	6	6	9	9
NM_001111118	3175	0	0	0	0	0	0	0	0	0	0	0	0
NM_001111119	1508	1331	624	957	122	140	182	195	443	198	117	87	270
NM_001111121	5511	884	1170	73	517	419	133	72	599	381	332	148	91
NM_001111140	1359	0	0	0	0	0	0	0	0	0	0	0	0
NM_001111141	2116	0	0	0	0	0	0	0	1	0	0	0	0
NM_001111142	1384	3	1	3	0	0	5	0	23	0	0	1	0
NM_001111143	1234	0	0	0	0	0	0	0	0	0	3	0	0
NM_001111144	2037	1	0	0	0	0	0	0	1	0	0	0	0
NM_001111145	1381	1	0	1	0	1	0	0	26	0	0	0	12
